trial,mse_standardized,acd,xcorrD
0,3.0539931274966063,0.21081678782509872,0.4284942910274446
1,3.5126769150298798,0.2950544925178331,0.21437609780455374
2,2.6507393564598836,0.2421074560538772,0.35708933153999445
3,3.9926693910523356,0.3790959797192916,0.46967261369255253
4,2.8245274624875782,0.20165972459396392,0.4009336493233277
